S.No,BrandName,Product ID,Product Name,Brand Desc,Product Size,Currancy,MRP,SellPrice,Discount,Category
3281,biba,BIBA181,BIBA181 - Indianwear-Women,yarndyed round neck cotton viscose womens kurta skirt set - yellow,"Size:32,36,38",Rs.,4.5,7995,10% off,Indianwear-Women
3282,biba,BIBA182,BIBA182 - Indianwear-Women,printed round neck a-line womens kurta - cream,"Size:34,36,42",Rs.,2599,1299,50% off,Indianwear-Women
3283,biba,BIBA183,BIBA183 - Indianwear-Women,printed v neck polyester womens kurta shrug - pink,"Size:32,34,36,38,40,42",Rs.,2999,1799,40% off,Indianwear-Women
3284,biba,BIBA184,BIBA184 - Indianwear-Women,embroidered cotton flax round neck womens straight fit kurta - burnt orange,"Size:32,34,36,38",Rs.,1599,1119,30% off,Indianwear-Women
3285,biba,BIBA185,BIBA185 - Indianwear-Women,printed v neck rayon flax womens kurta pants - multi,"Size:32,34,36,38,42",Rs.,2599,2079,20% off,Indianwear-Women
3286,biba,BIBA186,BIBA186 - Indianwear-Women,printed round neck cotton womens straight fit dress - wine,Size:34,Rs.,2999,1799,40% off,Indianwear-Women
3287,biba,BIBA187,BIBA187 - Indianwear-Women,printed band collar a-line womens kurta - blue,"Size:34,36,38",Rs.,2799,1399,50% off,Indianwear-Women
3288,biba,BIBA188,BIBA188 - Indianwear-Women,yarndyed round neck a-line womens kurta - red,"Size:32,34,36,38,40",Rs.,1999,1199,40% off,Indianwear-Women
3289,biba,BIBA189,BIBA189 - Indianwear-Women,yarn dyed poly mettalic round neck womens straight fit kurta - rust,"Size:32,34,42",Rs.,1999,1199,40% off,Indianwear-Women
3290,biba,BIBA190,BIBA190 - Indianwear-Women,fitted polyester viscose womens classics skirt - magenta,"Size:Large,Medium,XX-Large",Rs.,3999,2399,40% off,Indianwear-Women
3291,biba,BIBA191,BIBA191 - Indianwear-Women,printed v neck flared womens kurta - indigo,"Size:32,36",Rs.,8.9,3299,10% off,Indianwear-Women
3292,biba,BIBA192,BIBA192 - Indianwear-Women,embroidred round neck cotton viscose womens kurta pants set - multi,"Size:32,34,36,38,40,42",Rs.,4995,3496,30% off,Indianwear-Women
3293,biba,BIBA193,BIBA193 - Indianwear-Women,printed round neck cotton womens kurta pants - multi,"Size:32,34,36,38,40,42",Rs.,3999,2799,30% off,Indianwear-Women
3294,biba,BIBA194,BIBA194 - Indianwear-Women,printed polyester round neck womens straight fit kurta - multi,"Size:32,34,36,38,40,42",Rs.,1999,1199,40% off,Indianwear-Women
3295,biba,BIBA195,BIBA195 - Indianwear-Women,printed polyester round neck womens layered kurta - mustard,"Size:32,36,38",Rs.,1999,1199,40% off,Indianwear-Women
3296,biba,BIBA196,BIBA196 - Indianwear-Women,solid polyester womens palazzo kurta dupatta set - red,"Size:32,34,36,38,40,42",Rs.,3599,2519,30% off,Indianwear-Women
3297,biba,BIBA197,BIBA197 - Indianwear-Women,printed band collar straight fit womens kurta - terracotta,"Size:32,34,36,38,40,42",Rs.,1799,1439,20% off,Indianwear-Women
3298,biba,BIBA198,BIBA198 - Indianwear-Women,yarndyed round neck straight fit womens kurta - ecru,"Size:32,38",Rs.,3999,2799,30% off,Indianwear-Women
3299,biba,BIBA199,BIBA199 - Indianwear-Women,solid polyester viscose womens fitted kurta - off white,Size:38,Rs.,1299,909,30% off,Indianwear-Women
3300,biba,BIBA200,BIBA200 - Indianwear-Women,round neck rayon womens flared dress - peacock,Size:40,Rs.,4595,3216,30% off,Indianwear-Women
3301,biba,BIBA201,BIBA201 - Indianwear-Women,printed round neck rayon womens straight fit dress - mustard,"Size:32,34,36,38,40",Rs.,3299,1979,40% off,Indianwear-Women
3302,biba,BIBA202,BIBA202 - Indianwear-Women,printed viscose womens dress - peacock,"Size:36,38",Rs.,3999,2799,30% off,Indianwear-Women
3303,biba,BIBA203,BIBA203 - Indianwear-Women,printed cotton round neck womens ethnic set - navy,"Size:32,34,36,38,40,42",Rs.,3599,2519,30% off,Indianwear-Women
3304,biba,BIBA204,BIBA204 - Indianwear-Women,printed round neck flared womens kurta - indigo,"Size:32,34,36,38,40",Rs.,2599,2079,20% off,Indianwear-Women
3305,biba,BIBA205,BIBA205 - Indianwear-Women,printed cotton v-neck womens pant kurta dupatta set - black,"Size:32,34,36,38,40,42",Rs.,5995,4196,30% off,Indianwear-Women
3306,biba,BIBA206,BIBA206 - Indianwear-Women,yarn dyed rayon round neck womens flared kurta - red,"Size:32,34,36,38,42",Rs.,1999,1199,40% off,Indianwear-Women
3307,biba,BIBA207,BIBA207 - Indianwear-Women,printed round neck rayon womens kurta - pink,"Size:32,34,36,38,40",Rs.,3999,2799,30% off,Indianwear-Women
3308,biba,BIBA208,BIBA208 - Indianwear-Women,printed round neck straight fit womens kurti - mustard,Size:34,Rs.,1499,749,50% off,Indianwear-Women
3309,biba,BIBA209,BIBA209 - Indianwear-Women,printed round neck polyester womens kurta pants set - powder blue,"Size:32,34,36,38,40,42",Rs.,6500,5200,20% off,Indianwear-Women
3310,biba,BIBA210,BIBA210 - Indianwear-Women,yarn dyed poly mettalic round neck womens straight fit kurta - turquoise,Size:34,Rs.,1999,1199,40% off,Indianwear-Women
3311,biba,BIBA211,BIBA211 - Indianwear-Women,printed cotton round neck womens salwar kurta dupatta set - ivory,"Size:32,34,36,38,42",Rs.,0,6500,10% off,Indianwear-Women
3312,biba,BIBA212,BIBA212 - Indianwear-Women,cotton woven womens skirt - mustard,"Size:Large,Medium,Small,X-Large",Rs.,3999,2399,40% off,Indianwear-Women
3313,biba,BIBA213,BIBA213 - Indianwear-Women,printed cotton womens pant kurta dupatta set - yellow,"Size:32,34,36,38,40",Rs.,4995,3496,30% off,Indianwear-Women
3314,biba,BIBA214,BIBA214 - Indianwear-Women,printed rayon round neck womens kalidar kurta - mustard,"Size:32,34",Rs.,1599,959,40% off,Indianwear-Women
3315,biba,BIBA215,BIBA215 - Indianwear-Women,printed round neck viscose womens kurta pants set - sea green,"Size:38,40",Rs.,5995,4796,20% off,Indianwear-Women
3316,biba,BIBA216,BIBA216 - Indianwear-Women,solid embroidred poly viscose round neck womens pant kurta dupatta set - green,"Size:32,42",Rs.,4595,3216,30% off,Indianwear-Women
3317,biba,BIBA217,BIBA217 - Indianwear-Women,yarn dyed poly viscose womens kurta - black,Size:32,Rs.,1599,1119,30% off,Indianwear-Women
3318,biba,BIBA218,BIBA218 - Indianwear-Women,printed polyester round neck womens churidar kurta dupatta set - blue,"Size:32,36,38,40",Rs.,5995,4196,30% off,Indianwear-Women
3319,biba,BIBA219,BIBA219 - Indianwear-Women,printed band collar flared womens kurta - wine,"Size:32,34",Rs.,1999,1399,30% off,Indianwear-Women
3320,biba,BIBA220,BIBA220 - Indianwear-Women,yarndyed round neck flared womens kurta - black,Size:40,Rs.,1999,1199,40% off,Indianwear-Women
3321,biba,BIBA221,BIBA221 - Indianwear-Women,printed polyester round neck womens straight fit kurta - green,Size:34,Rs.,1999,1199,40% off,Indianwear-Women
3322,biba,BIBA222,BIBA222 - Indianwear-Women,solid band collar rayon flax womens kurta pants - navy,"Size:32,34,36,38,40,42",Rs.,2999,2099,30% off,Indianwear-Women
3323,biba,BIBA223,BIBA223 - Indianwear-Women,printed cotton round neck womens salwar kurta set - brown,"Size:32,34,36,38,40,42",Rs.,3299,1979,40% off,Indianwear-Women
3324,biba,BIBA224,BIBA224 - Indianwear-Women,printed band collar rayon flax womens kurta pants - multi,"Size:40,42",Rs.,2599,2079,20% off,Indianwear-Women
3325,biba,BIBA225,BIBA225 - Indianwear-Women,length polyester woven womens dupatta - gold,Nan,Rs.,1599,1119,30% off,Indianwear-Women
3326,biba,BIBA226,BIBA226 - Indianwear-Women,rayon flax woven womens palazzo - natural,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1299,10% off,Indianwear-Women
3327,biba,BIBA227,BIBA227 - Indianwear-Women,printed round neck polyester womens kurta - sky blue,"Size:32,34,36,38,40,42",Rs.,3799,2659,30% off,Indianwear-Women
3328,biba,BIBA228,BIBA228 - Indianwear-Women,printed round neck polyester womens layered kurta - cherry,"Size:34,36,38,40",Rs.,4599,2759,40% off,Indianwear-Women
3329,biba,BIBA229,BIBA229 - Indianwear-Women,printed shirt collar straight fit womens kurta - carbon,"Size:32,34,36,38,40,42",Rs.,1799,1439,20% off,Indianwear-Women
3330,biba,BIBA230,BIBA230 - Indianwear-Women,printed cotton round neck womens ethnic set - fuschia,"Size:34,36,38,42",Rs.,4.5,6995,10% off,Indianwear-Women
3331,biba,BIBA231,BIBA231 - Indianwear-Women,polyester woven womens skirt - green,"Size:Large,Medium",Rs.,3599,2159,40% off,Indianwear-Women
3332,biba,BIBA232,BIBA232 - Indianwear-Women,printed rayon boat neck womens straight fit kurta - peacock,"Size:32,34,36,38,40,42",Rs.,2299,1379,40% off,Indianwear-Women
3333,biba,BIBA233,BIBA233 - Indianwear-Women,solid cotton flax womens churidar kurta dupatta set - black,Size:42,Rs.,4599,3219,30% off,Indianwear-Women
3334,biba,BIBA234,BIBA234 - Indianwear-Women,printed v neck cotton womens kurta palazzo - cream,"Size:32,34,36,38,40,42",Rs.,3999,2799,30% off,Indianwear-Women
3335,biba,BIBA235,BIBA235 - Indianwear-Women,printed cotton round neck womens salwar kurta dupatta set - sky blue,"Size:32,34,36,38,40,42",Rs.,8.9,3299,10% off,Indianwear-Women
3336,biba,BIBA236,BIBA236 - Indianwear-Women,printed band collar cotton womens straight fit dress - red,"Size:32,34,36,38",Rs.,3999,2399,40% off,Indianwear-Women
3337,biba,BIBA237,BIBA237 - Indianwear-Women,printed round neck cotton womens kurta churidar set - multi,"Size:36,38",Rs.,0,6500,10% off,Indianwear-Women
3338,biba,BIBA238,BIBA238 - Indianwear-Women,printed cotton round neck womens kalidar kurta - navy,"Size:32,34,36,38,40",Rs.,1799,1259,30% off,Indianwear-Women
3339,biba,BIBA239,BIBA239 - Indianwear-Women,printed round neck cotton womens kurta palazzo - white,"Size:32,34,36,42",Rs.,3999,2799,30% off,Indianwear-Women
3340,biba,BIBA240,BIBA240 - Indianwear-Women,printed cotton womens face mask - indigo,Nan,Rs.,.5,125,10% off,Indianwear-Women
3341,biba,BIBA241,BIBA241 - Indianwear-Women,printed round neck modal womens kurta palazzo set - mustard,"Size:32,34,36,38,42",Rs.,3299,1979,40% off,Indianwear-Women
3342,biba,BIBA242,BIBA242 - Indianwear-Women,v-neck metallic cotton womens straight suit set - brown,Size:40,Rs.,8995,4497,50% off,Indianwear-Women
3343,biba,BIBA243,BIBA243 - Indianwear-Women,printed round neck cotton womens kurta pants - multi,Size:34,Rs.,3999,2799,30% off,Indianwear-Women
3344,biba,BIBA244,BIBA244 - Indianwear-Women,printed cotton round neck womens salwar kurta dupatta set - multi,"Size:40,42",Rs.,8.9,6199,10% off,Indianwear-Women
3345,biba,BIBA245,BIBA245 - Indianwear-Women,printed band collar flared womens kurta - indigo,"Size:32,34,36,38,40",Rs.,2999,2399,20% off,Indianwear-Women
3346,biba,BIBA246,BIBA246 - Indianwear-Women,printed band collar straight fit womens kurta - red,"Size:32,34",Rs.,1999,1199,40% off,Indianwear-Women
3347,biba,BIBA247,BIBA247 - Indianwear-Women,round neck rayon flared womens dresses - indigo,"Size:32,34,36,38,40,42",Rs.,2999,2099,30% off,Indianwear-Women
3348,biba,BIBA248,BIBA248 - Indianwear-Women,printed rayon womens face mask - indigo,Nan,Rs.,.5,125,10% off,Indianwear-Women
3349,biba,BIBA249,BIBA249 - Indianwear-Women,printed band collar straight fit womens kurta - red,"Size:32,34",Rs.,8.9,2599,10% off,Indianwear-Women
3350,biba,BIBA250,BIBA250 - Indianwear-Women,yarn dyed polyester round neck womens churidar kurta dupatta set - black,Size:32,Rs.,8.9,3799,10% off,Indianwear-Women
3351,biba,BIBA251,BIBA251 - Indianwear-Women,printed rayon round neck womens skirt kurta dupatta set - red,Size:38,Rs.,7500,5250,30% off,Indianwear-Women
3352,biba,BIBA252,BIBA252 - Indianwear-Women,printed round neck viscose womens straight fit dress - off white,"Size:36,38",Rs.,3599,2159,40% off,Indianwear-Women
3353,biba,BIBA253,BIBA253 - Indianwear-Women,printed round neck rayon blend womens flared dress - off white,"Size:32,34,36,38,40,42",Rs.,2299,1379,40% off,Indianwear-Women
3354,biba,BIBA254,BIBA254 - Indianwear-Women,printed round neck cotton womens kurta skirt set - yellow,"Size:32,34,38,40,42",Rs.,6995,5596,20% off,Indianwear-Women
3355,biba,BIBA255,BIBA255 - Indianwear-Women,solid embroidered polyester band collar womens salwar kurta dupatta set - black,"Size:32,34,36,38,40",Rs.,4995,3496,30% off,Indianwear-Women
3356,biba,BIBA256,BIBA256 - Indianwear-Women,printed viscose woven womens stole - red,Nan,Rs.,899,539,40% off,Indianwear-Women
3357,biba,BIBA257,BIBA257 - Indianwear-Women,printed shirt collar straight fit womens kurta - red,"Size:32,34",Rs.,8.9,1599,10% off,Indianwear-Women
3358,biba,BIBA258,BIBA258 - Indianwear-Women,printed viscose round neck womens pant kurta dupatta set - mustard,"Size:32,34,42",Rs.,2999,2099,30% off,Indianwear-Women
3359,biba,BIBA259,BIBA259 - Indianwear-Women,printed modal v-neck womens straight fit kurta - ochre,Size:36,Rs.,2299,1379,40% off,Indianwear-Women
3360,biba,BIBA260,BIBA260 - Indianwear-Women,printed cotton mandarin womens salwar kurta dupatta set - multi,"Size:32,34,36,38,42",Rs.,8.9,3599,10% off,Indianwear-Women
3361,biba,BIBA261,BIBA261 - Indianwear-Women,printed cotton round neck womens salwar kurta dupatta set - coral,"Size:38,40,42",Rs.,8.9,6999,10% off,Indianwear-Women
3362,biba,BIBA262,BIBA262 - Indianwear-Women,printed round neck straight fit womens kurta - terracotta,"Size:32,34,36,38",Rs.,2299,1839,20% off,Indianwear-Women
3363,biba,BIBA263,BIBA263 - Indianwear-Women,printed cotton womens face mask - natural,Nan,Rs.,.5,125,10% off,Indianwear-Women
3364,biba,BIBA264,BIBA264 - Indianwear-Women,printed 3/4th sleeves rayon womens festive palazzo - cherry,Size:Medium,Rs.,1299,779,40% off,Indianwear-Women
3365,biba,BIBA265,BIBA265 - Indianwear-Women,printed cotton round neck womens salwar kurta dupatta set - yellow,"Size:32,34,36,38,40",Rs.,3299,1979,40% off,Indianwear-Women
3366,biba,BIBA266,BIBA266 - Indianwear-Women,womens light pink viscose kurta dress - baby pink,"Size:36,38",Rs.,2999,1499,50% off,Indianwear-Women
3367,biba,BIBA267,BIBA267 - Indianwear-Women,yarndyed band collar flared womens kurta - multi,Size:42,Rs.,1999,1199,40% off,Indianwear-Women
3368,biba,BIBA268,BIBA268 - Indianwear-Women,printed v neck cotton womens kurta palazzo - blue,"Size:36,38",Rs.,3599,2879,20% off,Indianwear-Women
3369,biba,BIBA269,BIBA269 - Indianwear-Women,printed band collar flared womens kurta - indigo,Size:42,Rs.,1999,1599,20% off,Indianwear-Women
3370,biba,BIBA270,BIBA270 - Indianwear-Women,flared fit polyester womens festive wear skirt - black,Size:Large,Rs.,4599,3219,30% off,Indianwear-Women
3371,biba,BIBA271,BIBA271 - Indianwear-Women,printed polyester shirt collar womens palazzo kurta dupatta set - red,Size:34,Rs.,5995,3597,40% off,Indianwear-Women
3372,biba,BIBA272,BIBA272 - Indianwear-Women,solid narrow cotton womens pants - natural,"Size:Large,Medium,Small,X-Large",Rs.,8.9,999,10% off,Indianwear-Women
3373,biba,BIBA273,BIBA273 - Indianwear-Women,embroidered silk cotton womens formal scarf - mustard,Nan,Rs.,999,599,40% off,Indianwear-Women
3374,biba,BIBA274,BIBA274 - Indianwear-Women,round neck cotton straight fit womens dresses - carbon,"Size:34,36,38,40",Rs.,3299,2639,20% off,Indianwear-Women
3375,biba,BIBA275,BIBA275 - Indianwear-Women,printed round neck modal womens anarkali kurta - red,Size:38,Rs.,2799,1679,40% off,Indianwear-Women
3376,biba,BIBA276,BIBA276 - Indianwear-Women,printed polyester round neck womens straight fit kurta - multi,Size:34,Rs.,1799,1079,40% off,Indianwear-Women
3377,biba,BIBA277,BIBA277 - Indianwear-Women,yarn dyed round neck polyester womens straight kurta - natural,"Size:32,34,36",Rs.,1799,1079,40% off,Indianwear-Women
3378,biba,BIBA278,BIBA278 - Indianwear-Women,printed polyester round neck womens straight fit kurta - multi,"Size:32,34,36,38,40,42",Rs.,1999,1199,40% off,Indianwear-Women
3379,biba,BIBA279,BIBA279 - Indianwear-Women,printed shirt collar cotton womens flared dress - black,"Size:34,36,38,42",Rs.,3999,2399,40% off,Indianwear-Women
3380,biba,BIBA280,BIBA280 - Indianwear-Women,printed round neck viscose womens straight fit dress - red,Size:32,Rs.,4995,2997,40% off,Indianwear-Women
3381,biba,BIBA281,BIBA281 - Indianwear-Women,solid narrow cotton flax womens pants - navy,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,.9,899,10% off,Indianwear-Women
3382,biba,BIBA282,BIBA282 - Indianwear-Women,printed cotton round neck womens straight fit kurta - peacock,"Size:32,34,36,38",Rs.,3299,1979,40% off,Indianwear-Women
3383,biba,BIBA283,BIBA283 - Indianwear-Women,rayon woven womens palazzo - indigo,"Size:Medium,Small",Rs.,8.9,999,10% off,Indianwear-Women
3384,biba,BIBA284,BIBA284 - Indianwear-Women,printed silk cotton round neck womens layered kurta - navy,Size:34,Rs.,4595,2757,40% off,Indianwear-Women
3385,biba,BIBA285,BIBA285 - Indianwear-Women,yarn dyed polyester boat neck womens ethnic set - green,"Size:34,36,38",Rs.,2999,1799,40% off,Indianwear-Women
3386,biba,BIBA286,BIBA286 - Indianwear-Women,solid embroidered polyester boat neck womens palazzo kurta dupatta set - red,"Size:32,38",Rs.,2999,2099,30% off,Indianwear-Women
3387,biba,BIBA287,BIBA287 - Indianwear-Women,fitted polyester viscose womens classics skirt - red,"Size:Large,Medium,XX-Large",Rs.,3999,2399,40% off,Indianwear-Women
3388,biba,BIBA288,BIBA288 - Indianwear-Women,printed polyester round neck womens pant kurta dupatta set - berry,Size:42,Rs.,3299,2309,30% off,Indianwear-Women
3389,biba,BIBA289,BIBA289 - Indianwear-Women,yarn dyed narrow fit length cotton womens pants - navy,Size:Medium,Rs.,8.9,1999,10% off,Indianwear-Women
3390,biba,BIBA290,BIBA290 - Indianwear-Women,printed rayon round neck womens pant kurta dupatta set - multi,"Size:32,34,36",Rs.,4995,3496,30% off,Indianwear-Women
3391,black panther,BLACK PANTHER1,BLACK PANTHER1 - Westernwear-Women,unisex regular fit socks - multi,Nan,Rs.,.9,299,10% off,Westernwear-Women
3392,black panther,BLACK PANTHER2,BLACK PANTHER2 - Westernwear-Women,womens stripe socks pack of 3 - multi,Nan,Rs.,.9,299,10% off,Westernwear-Women
3393,boucheron,BOUCHERON1,BOUCHERON1 - Fragrance-Women,womens quatre pour femme edp - 50ml,Nan,Rs.,3850,2695,30% off,Fragrance-Women
3394,burberry,BURBERRY1,BURBERRY1 - Fragrance-Women,bby her edp 100 ml + bl 75 ml + travel sp 7.5 ml,Nan,Rs.,2.5,9075,10% off,Fragrance-Women
3395,burberry,BURBERRY2,BURBERRY2 - Fragrance-Women,womens weekend edp - 100ml,Nan,Rs.,0,5300,10% off,Fragrance-Women
3396,burberry,BURBERRY3,BURBERRY3 - Fragrance-Women,womens body edp - 60ml,Nan,Rs.,5,4850,10% off,Fragrance-Women
3397,burberry,BURBERRY4,BURBERRY4 - Fragrance-Women,my burberry black - 90ml,Nan,Rs.,0,7800,10% off,Fragrance-Women
3398,burberry,BURBERRY5,BURBERRY5 - Fragrance-Women,womens body edp - 85ml,Nan,Rs.,0,6800,10% off,Fragrance-Women
3399,burberry,BURBERRY6,BURBERRY6 - Fragrance-Women,her intense edp - 50 ml,Nan,Rs.,0,5800,10% off,Fragrance-Women
3400,burberry,BURBERRY7,BURBERRY7 - Fragrance-Women,womens weekend edp - 50ml,Nan,Rs.,5,4550,10% off,Fragrance-Women
3401,burberry,BURBERRY8,BURBERRY8 - Fragrance-Women,my burberry blush edp - 90ml,Nan,Rs.,0,8600,10% off,Fragrance-Women
3402,burberry,BURBERRY9,BURBERRY9 - Fragrance-Women,london eau de parfum - 100 ml,Nan,Rs.,5,6350,10% off,Fragrance-Women
3403,burberry,BURBERRY10,BURBERRY10 - Fragrance-Women,her eau de parfum - 100ml,Nan,Rs.,5,8250,10% off,Fragrance-Women
3404,burberry,BURBERRY11,BURBERRY11 - Fragrance-Women,her blossom edt - 100ml,Nan,Rs.,0,7500,10% off,Fragrance-Women
3405,burberry,BURBERRY12,BURBERRY12 - Fragrance-Women,womens classic edp - 100ml,Nan,Rs.,5,6050,10% off,Fragrance-Women
3406,burberry,BURBERRY13,BURBERRY13 - Fragrance-Women,womens classic edp - 50ml,Nan,Rs.,5,4550,10% off,Fragrance-Women
3407,burberry,BURBERRY14,BURBERRY14 - Fragrance-Women,brit sheer edt - 50ml,Nan,Rs.,0,4600,10% off,Fragrance-Women
3408,burberry,BURBERRY15,BURBERRY15 - Fragrance-Women,my burberry edp - 90ml,Nan,Rs.,0,8600,10% off,Fragrance-Women
3409,calvin klein,CALVIN KLEIN1,CALVIN KLEIN1 - Fragrance-Women,ck one eau de toilette 100ml,Nan,Rs.,0,3600,10% off,Fragrance-Women
3410,calvin klein,CALVIN KLEIN2,CALVIN KLEIN2 - Fragrance-Women,ck everyone eau de parfum 50 ml,Nan,Rs.,0,3200,10% off,Fragrance-Women
3411,calvin klein,CALVIN KLEIN3,CALVIN KLEIN3 - Fragrance-Women,ck everyone eau de parfum 100 ml,Nan,Rs.,0,4700,10% off,Fragrance-Women
3412,calvin klein,CALVIN KLEIN4,CALVIN KLEIN4 - Fragrance-Women,ck be eau de toilette 50ml,Nan,Rs.,0,2800,10% off,Fragrance-Women
3413,calvin klein,CALVIN KLEIN5,CALVIN KLEIN5 - Fragrance-Women,ck everyone eau de parfum 200 ml,Nan,Rs.,0,6100,10% off,Fragrance-Women
3414,calvin klein,CALVIN KLEIN6,CALVIN KLEIN6 - Fragrance-Women,ck be eau de toilette 200ml,Nan,Rs.,5,4750,10% off,Fragrance-Women
3415,calvin klein,CALVIN KLEIN7,CALVIN KLEIN7 - Fragrance-Women,mens klein ck all eau de toilette - 200ml,Nan,Rs.,0,4800,10% off,Fragrance-Women
3416,calvin klein,CALVIN KLEIN8,CALVIN KLEIN8 - Fragrance-Women,ck one eau de toilette 200ml,Nan,Rs.,5,5350,10% off,Fragrance-Women
3417,calvin klein,CALVIN KLEIN9,CALVIN KLEIN9 - Fragrance-Women,ck be eau de toilette 100ml,Nan,Rs.,0,3600,10% off,Fragrance-Women
3418,calvin klein,CALVIN KLEIN10,CALVIN KLEIN10 - Fragrance-Women,womens eternity intense eau de parfum - 50ml,Nan,Rs.,0,3700,10% off,Fragrance-Women
3419,calvin klein,CALVIN KLEIN11,CALVIN KLEIN11 - Fragrance-Women,eternity women eau de parfum 50ml,Nan,Rs.,0,3800,10% off,Fragrance-Women
3420,calvin klein,CALVIN KLEIN12,CALVIN KLEIN12 - Fragrance-Women,mens defy eau de toilette woody fresh 100 ml,Nan,Rs.,0,5000,10% off,Fragrance-Women
3421,calvin klein,CALVIN KLEIN13,CALVIN KLEIN13 - Fragrance-Women,womens eterntiy air eau de perfume - 100ml,Nan,Rs.,0,5300,10% off,Fragrance-Women
3422,calvin klein,CALVIN KLEIN14,CALVIN KLEIN14 - Fragrance-Women,eternity women eau de parfum 100ml,Nan,Rs.,5,5350,10% off,Fragrance-Women
3423,calvin klein,CALVIN KLEIN15,CALVIN KLEIN15 - Fragrance-Women,obsessed edp for women - 100ml,Nan,Rs.,0,6200,10% off,Fragrance-Women
3424,calvin klein,CALVIN KLEIN16,CALVIN KLEIN16 - Fragrance-Women,everyone 6.7 fl oz 200ml eau de toilette,Nan,Rs.,0,5500,10% off,Fragrance-Women
3425,calvin klein underwear,CALVIN KLEIN UNDERWEAR1,CALVIN KLEIN UNDERWEAR1 - Westernwear-Women,solid nylon blend womens regular dress - black,"Size:S,M,L,XL,XX-Large",Rs.,2999,2099,30% off,Westernwear-Women
3426,calvin klein underwear,CALVIN KLEIN UNDERWEAR2,CALVIN KLEIN UNDERWEAR2 - Westernwear-Women,printed polyester womens regular dress - blue,"Size:S,L,XL",Rs.,2799,1959,30% off,Westernwear-Women
3427,campus sutra,CAMPUS SUTRA1,CAMPUS SUTRA1 - Westernwear-Women,solid crepe round neck womens dress - pink,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3428,campus sutra,CAMPUS SUTRA2,CAMPUS SUTRA2 - Westernwear-Women,solid one shoulder crepe womens dresses - navy,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3429,campus sutra,CAMPUS SUTRA3,CAMPUS SUTRA3 - Westernwear-Women,solid crepe round neck womens dress - bottle green,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3430,campus sutra,CAMPUS SUTRA4,CAMPUS SUTRA4 - Westernwear-Women,solid cotton hood womens co-ordinate set - pink,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1599,10% off,Westernwear-Women
3431,campus sutra,CAMPUS SUTRA5,CAMPUS SUTRA5 - Westernwear-Women,solid off shoulder crepe womens dresses - black,"Size:Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3432,campus sutra,CAMPUS SUTRA6,CAMPUS SUTRA6 - Westernwear-Women,solid crepe off shoulder womens top skirt set - black mix,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3433,campus sutra,CAMPUS SUTRA7,CAMPUS SUTRA7 - Westernwear-Women,womens polo neck full sleeve shirt - brown mix,Size:Small,Rs.,8.9,1399,10% off,Westernwear-Women
3434,campus sutra,CAMPUS SUTRA8,CAMPUS SUTRA8 - Westernwear-Women,womens long sleeves solid jacket - grey,Size:Small,Rs.,8.9,2199,10% off,Westernwear-Women
3435,campus sutra,CAMPUS SUTRA9,CAMPUS SUTRA9 - Westernwear-Women,solid cotton notched lapel womens coat - red,Size:X-Large,Rs.,8.9,4999,10% off,Westernwear-Women
3436,campus sutra,CAMPUS SUTRA10,CAMPUS SUTRA10 - Westernwear-Women,solid crepe off shoulder womens top skirt set - black mix,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3437,campus sutra,CAMPUS SUTRA11,CAMPUS SUTRA11 - Westernwear-Women,solid crepe off shoulder womens top skirt set - black mix,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3438,campus sutra,CAMPUS SUTRA12,CAMPUS SUTRA12 - Westernwear-Women,womens knit regular fit shirt - black,Size:X-Large,Rs.,8.9,1399,10% off,Westernwear-Women
3439,campus sutra,CAMPUS SUTRA13,CAMPUS SUTRA13 - Westernwear-Women,solid cotton hood womens co-ordinate set - black,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1599,10% off,Westernwear-Women
3440,campus sutra,CAMPUS SUTRA14,CAMPUS SUTRA14 - Westernwear-Women,solid boat neck crepe womens dresses - blue,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3441,campus sutra,CAMPUS SUTRA15,CAMPUS SUTRA15 - Westernwear-Women,solid regular cotton womens casual wear co-ordinate - wine,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1599,10% off,Westernwear-Women
3442,campus sutra,CAMPUS SUTRA16,CAMPUS SUTRA16 - Westernwear-Women,solid crepe one shoulder womens dress - yellow,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1999,10% off,Westernwear-Women
3443,campus sutra,CAMPUS SUTRA17,CAMPUS SUTRA17 - Westernwear-Women,solid crepe boat neck womens dress - black,"Size:Large,Medium,Small,X-Large",Rs.,8.9,1299,10% off,Westernwear-Women
